protein_id,molecular_weight,logp,h_bond_donors,h_bond_acceptors,rotatable_bonds,polar_surface_area,compound_clogp,protein_length,protein_pi,hydrophobicity,binding_site_size,mw_ratio,logp_pi_interaction,binding_affinity
PID_361,499.67141530112326,2.487232587538428,1,7,4,113.35081706662132,4.050695616519293,678,6.019657217105079,0.81253403121251,12.512165404542444,0.7369784886447246,14.972287596194638,5.996664621837803
PID_165,436.1735698828815,3.2832219939267238,3,4,4,71.9811318524487,3.704408407970221,876,6.447407819905116,0.6514165159382422,11.538420295659154,0.4979150341128784,21.168271158127624,6.445742378174561
PID_226,602.3029856408025,3.03805770554144,0,5,5,79.86812509044209,2.4519091990542217,312,7.597055601179965,0.5130382534887084,12.071822442394431,1.9304582873102645,23.08029330859155,6.043437632293975
PID_224,426.5846625276664,0.6595779995693216,2,4,5,88.1986764351942,1.771935995309609,1418,4.249453713432249,0.61357131201758,15.85044759917829,0.3008354460702866,2.802846179568068,4.845054928329515
PID_313,607.9212815507392,3.5018082130433363,1,11,4,80.24229176786437,3.5801511722182644,657,5.282395058850025,0.6527199374182909,15.6120280541127,0.9252987542629212,18.497934401620554,6.233966955142608
PID_477,526.7434729152909,2.274367053397714,0,3,5,124.78780872847337,2.783815219142318,839,6.382959255477441,0.4987176007064832,12.237889980939988,0.6278229712935529,14.517192233837893,5.938336101146682
PID_249,403.0525614065048,4.488868502648607,0,2,5,93.11870041158797,4.035317792869435,1308,4.552729573785369,0.6171409545606291,17.56613124307788,0.3081441600967162,20.43660438484196,6.596270153697496
PID_164,504.2560043585965,4.906355206439837,1,7,6,89.56669970530447,0.9031602073006952,775,5.227529319122204,0.5491065654238814,15.890644488299126,0.6506529088498019,25.648115691692123,7.00971600532088
PID_327,403.65823071875377,1.088660203446539,0,5,9,100.5444301509312,3.13120086687609,1497,7.878734050771453,0.7440229305838849,16.48447806213534,0.2696447766992343,8.577264214614022,5.029621087300386
PID_176,403.4270246429743,2.3559128321506786,2,1,3,52.02952152014548,3.7974196514360816,999,6.36516757636949,0.5640827642123517,13.441896866752913,0.4038308554984727,14.995779971958315,6.3561949663373145
PID_290,258.6719755342202,2.090145348336703,3,4,3,87.57158416962508,1.1644801545411256,452,5.016508658900307,0.6782126525954608,18.384797094536864,0.5722831317128766,10.48523223829127,5.6300161617621445
PID_240,277.5082167486967,4.744212262897623,1,9,8,64.57342187877833,1.5400044007637863,1157,6.435396770531325,0.6046284422496075,14.447798566024684,0.2398515270083809,30.530888275366472,7.028122171696053
PID_222,348.71688796655764,3.103227738034084,6,9,9,93.32902310123596,2.1604472779168766,868,5.545675434912333,0.7430515157279423,18.304467456215004,0.4017475667817484,17.209493835754184,6.295124593034735
PID_339,481.4247332595274,0.4942064533898698,3,5,7,82.15488194366246,1.864561583898458,927,6.438707475058569,0.6517206578314219,13.603883321734438,0.5193362818333629,3.182050785663539,5.029405482268586
PID_158,359.1975924478789,4.45312704531384,1,2,5,107.15411656722634,2.3934171548930943,1483,4.229449648612499,0.6868101385447005,14.756284057095586,0.2422101095400397,18.834276617029435,11.170882798731965
PID_478,308.76962986647084,1.6411124077197912,1,8,2,61.21224207863009,2.4961079278626577,811,7.026330493203358,0.4144576812364414,15.23937407160722,0.380727040525858,11.53099815313595,2.2924131827770435
PID_494,596.5648768921554,3.5898989453994923,4,2,4,51.8733085907669,4.223444283652022,1345,6.020608738936229,0.7731725173710496,11.706539525262606,0.4435426593993721,21.613376962570136,6.357755247281158
PID_213,427.4223699513464,3.916065406937288,3,7,4,60.94929839326915,0.7057984629333647,1178,6.191336729811827,0.701189666976717,16.324987534663222,0.362837325934929,24.245679590316325,6.9356322585060575
PID_181,456.7528204687924,5.540987893757976,0,9,2,69.75827334192277,3.490996440989167,878,7.52211896254014,0.6426842177072578,18.06756844679822,0.5202196132901963,41.67997010684223,8.216137502782155
PID_313,307.52518137865434,1.5367694013213318,0,3,5,83.35429523318956,4.552863037090133,768,7.018440172949611,0.7065849682754421,14.568341951346456,0.4004234132534561,10.785724102793358,5.571430116072559
PID_356,395.5617275474817,-1.029268233731238,3,3,8,71.71368868351821,3.9343916699932375,742,6.117992973126666,0.7187849243842807,16.019550163056802,0.5331020586893285,-6.297055821430209,4.267684073473866
PID_423,461.0922589709866,3.7757743171305433,3,6,6,50.32136834179994,5.588546901570279,718,5.1600967650655605,0.6083627482663752,19.195742387754528,0.6421897757256081,19.483360839442938,5.947246500999905
PID_102,487.5698018345672,5.358419529409156,2,2,8,48.04030905332596,3.870615362329308,209,4.891853597686778,0.7548724541486701,16.08079499288101,2.332869865237164,26.21260385285527,7.090076314240112
PID_364,389.9361310081195,3.8144891229119375,1,9,10,72.79127350620566,2.6967993324510435,356,7.255240283121381,0.6954897743202215,13.29056339499098,1.0953262106969648,27.67503514407904,6.850492625945496
PID_437,420.8306250206723,2.7625457215519287,4,5,6,59.722475983177695,2.1773347355682544,1211,4.583127266952362,0.6247394012762661,13.208681102791758,0.3475067093482017,12.66109862264723,5.865272031860298
PID_424,389.8293387770603,4.710683894955966,2,5,6,70.40473844968002,0.1359261983383288,924,7.6014479637741506,0.6796650761657868,16.02567978441836,0.4218932237846973,35.80801850129671,7.41057029629434
PID_377,635.2278184508938,2.039680700443297,1,3,4,113.18776735883024,2.242282102187629,340,7.712721023460283,0.7882239063622635,15.724108701939862,1.868317113090864,15.73148821945521,6.17789317855928
PID_200,448.6502775262066,4.214536654034329,2,6,11,50.758213120849504,4.07810271581851,838,4.204866988173839,0.7283975941015451,16.665209518583094,0.5353821927520365,17.721566046997577,6.309234154334105
PID_217,344.22890710441,4.25820523874994,2,6,4,87.49002733866806,0.7412039837284738,336,7.039202063225522,0.5336932845727957,15.228476248873347,1.024490794953601,29.974367102246305,2.818212973065478
PID_179,532.2544912103189,5.09031486124832,2,4,6,50.38005367221866,5.317170785488226,890,6.939804377299826,0.7086683814212422,16.395428451897462,0.5980387541688976,35.325789355925444,13.27583256081832
PID_232,327.9156350028978,7.639490058366617,1,6,3,46.626738540631024,3.291766056161156,642,7.343659165623231,0.6954157905191857,19.996556916214107,0.5107720171384701,56.10181118781156,8.8455277663161
PID_138,470.8863595004755,4.088623950768151,0,8,9,89.28229703295517,1.4734505022979856,1490,6.938288330021982,0.766411352371157,18.17973121591673,0.3160311137587084,28.36805184346303,7.19493244108723
PID_102,254.03298761202245,2.736554561438752,3,4,3,96.87340830684325,3.074364724018704,875,5.345221168651733,0.6532819512929802,16.015145096233464,0.2903234144137399,14.627489370972876,6.293943391605643
PID_363,469.68612358691234,0.8463861426663226,6,4,14,107.77409412142649,2.2133414950441392,1132,8.497575843720764,0.5131835185543058,14.103293959487392,0.4149170703064597,7.192230440381339,5.270408102536306
PID_151,523.8466579995411,2.4579303033664126,4,9,5,75.56803809280503,2.051254285401372,1316,5.170623828860512,0.5805405593008712,14.522432726586214,0.3980597705163686,12.70903299626472,5.622318225310591
PID_296,467.1368281189971,2.886076342830344,2,5,5,86.87420316653024,5.169003776356076,840,6.887429550021407,0.7707945569752295,16.477382792014396,0.5561152715702347,19.877647487227424,6.617328421806263
PID_489,438.4351717611759,2.713867403098112,1,7,7,70.36618314791394,2.3921391561695624,1359,7.88150464874606,0.669795648669918,15.262950674147575,0.3226160204276497,21.38935855359816,6.924883502765325
PID_481,419.8896304410711,3.728532308050583,4,2,5,112.32349906274588,2.62764632598954,310,5.311096629367226,0.6400212186573023,17.379056028694556,1.3544826788421649,19.802595373774253,6.079888858549092
PID_254,302.1478009632573,2.2663701014266997,2,4,5,57.217084412247125,4.388055374680672,1267,4.799856023461024,0.7795623782592556,18.80121901033808,0.2384749810286166,10.878250182724916,5.740158792718207
PID_476,378.0155791605291,5.181546000986707,3,4,4,92.52028969857818,2.7125741123091407,1090,4.9806771996186505,0.7589602467345986,14.694702117018709,0.3468032836335129,25.80760802588969,7.014671059591679
PID_313,403.93612290402126,3.5003105973772954,2,7,11,53.36945848224372,3.7174335207133664,410,6.973965633891679,0.576425444637199,8.972350382648989,0.9852100558634664,24.411045814056116,6.765642055475305
PID_155,555.7122226218916,3.4860495182920785,3,3,5,82.74977341426965,2.233845850305737,542,4.970475472409968,0.7700996333626334,21.102566777371838,1.0252993037304272,17.32732362627736,5.870033576779255
PID_126,273.69598446372663,3.7327860257884686,2,3,9,85.66486561360774,3.2570550210283784,610,8.145525675563864,0.6959544941900423,15.58548510929604,0.4486819417438141,30.405504414445964,7.211132121600966
PID_144,482.40839693947953,4.737647397001452,2,3,8,129.3529204289984,1.6228127509364718,958,6.438430250709643,0.6841308397393867,17.18247686018092,0.5035578256153231,30.503012318049944,7.435003651243307
PID_468,382.3077999694041,2.512825266387115,3,10,4,73.94150836852283,1.698754794173028,431,6.650491607256063,0.6881011676245506,20.41810262571038,0.8870250579336523,16.711523344608487,5.691425908152446
PID_132,511.1676288840868,3.044410956835003,2,3,8,101.66757621827792,3.277105148605247,1003,6.417592575118009,0.625543980119699,13.90838058669762,0.5096387127458493,19.53778915219223,6.854947941986599
PID_226,553.099952249595,1.4811936147901776,2,2,6,81.11512713820585,4.282045031500447,1393,7.043189166563891,0.6334437258949919,18.569069300828783,0.3970566778532627,10.432326821273788,5.801114924555031
PID_194,543.1280119116199,2.271113210417753,3,6,6,110.55302647901776,0.4078573221148418,433,8.442973464582623,0.9193248986743284,15.593939740124592,1.2543372099575516,19.174948570620145,5.954781070983295
PID_383,366.07824767773616,2.7856686896830114,5,4,10,89.83940434497934,2.306599941487298,719,6.976122630604371,0.6582640447981597,23.22961101063713,0.5091491622777972,19.43316638746368,6.539097820267116
PID_449,419.07876241487855,4.811583771069092,3,6,5,101.88814374355869,0.4483413499541906,501,8.940539014119084,0.7097075691947554,18.30133417278012,0.8364845557183205,43.01815242494544,8.074705656223243
PID_208,547.5545127122359,3.790384867051317,2,4,8,82.29888216574123,3.203493643962714,452,5.579202448750348,0.5672643101845318,12.620781548415312,1.2114037891863627,21.147324531958965,5.682559732574524
PID_180,402.082576215471,4.776346943251959,3,9,4,52.30428142656482,2.391987895882148,507,9.24596359307432,0.7018768044631125,7.120230826458146,0.7930622805038876,44.16192994519943,8.296741778758154
PID_291,339.3665025993972,4.085697274893335,3,5,10,90.80183651176948,3.878582826204136,1002,5.234129321730794,0.7049398833667251,18.02534627397226,0.3386891243506957,21.3850679062348,7.002144512742598
PID_134,330.37933759193294,3.3451673706012555,2,2,6,74.25898433170619,1.0483210081871823,586,9.28847439635592,0.5774874645582264,17.236381333199873,0.5637872655152439,31.07150147335502,7.59006615077306
PID_361,531.2525822394198,3.8980435240994415,0,3,4,60.395202255436445,3.8027474134625816,1346,5.620259736583424,0.5466148690044524,7.93975665789237,0.394689882793031,21.908017069945856,6.779271433708328
PID_320,585.6240028570824,2.625862013582627,2,7,11,111.3539865039276,1.9038520227952829,331,5.573132681556926,0.5771163746371774,11.225967030931605,1.7692568062147502,14.634277405156215,5.739817144208291
PID_285,442.7989878419666,-0.1582257374146438,1,6,5,105.18049993351435,1.755595024738495,1459,5.83823539034671,0.8027538858144362,16.44247043369036,0.3034948511596755,-0.9237590998378792,4.906803555482724
PID_227,550.3532897892024,3.298581256720544,2,4,9,45.70253950249529,2.8130119068133586,420,6.697551695986646,0.6833417921490279,20.35657120644237,1.3103649756885771,22.09241849029844,5.773082706992331
